student_id,subject_id,grade,semester,year,curriculum
f31df81d081367bb50462e95405acd57,01076015,B+,1,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076026,D+,1,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076032,C+,1,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076311,B,1,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076009,C+,2,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076010,C,2,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076024,B+,2,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076025,D,2,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076253,C,2,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076312,B+,2,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076533,B,2,2563,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076021,,1,2564,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,01076022,,1,2564,วิศวกรรมคอมพิวเตอร์
f31df81d081367bb50462e95405acd57,90306007,,1,2564,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01006028,A,1,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01006030,C+,1,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076001,B+,1,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076002,B,1,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90201001,B+,1,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90303006,B+,1,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01006031,D+,2,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076003,D,2,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076004,D+,2,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076012,A,2,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90201002,B+,2,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90401011,B+,2,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90040002,B+,3,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90306007,B,3,2560,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01006032,C+,1,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076006,C,1,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076007,D,1,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90201026,A,1,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076009,D+,2,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076010,C+,2,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076253,C+,2,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90201029,B,2,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90305005,B+,2,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,02216715,B+,3,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90402008,B,3,2561,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076005,D+,1,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076021,C,1,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076022,C,1,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076263,D+,1,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90108005,B+,1,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076008,C,2,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076013,B,2,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076014,B,2,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076598,C+,2,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,03456216,A,2,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90104010,B,2,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01006004,S,3,2562,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076011,C+,1,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076024,C+,1,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076026,C+,1,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076585,B,1,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90101002,A,1,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90302011,A,1,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076023,D+,2,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076025,D+,2,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076423,B,2,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,90306008,A,2,2563,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076015,,1,2564,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076311,,1,2564,วิศวกรรมคอมพิวเตอร์
48c159db28a39eb366ac8ec31b975fb8,01076592,,1,2564,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01006028,A,1,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01006030,B+,1,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076001,B+,1,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076002,B,1,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90201001,B,1,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90303006,B+,1,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01006031,B,2,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076003,B,2,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076004,D,2,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076012,D,2,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90201002,B+,2,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90201030,A,2,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90403009,B+,2,2560,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01006032,B+,1,2561,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076005,C,1,2561,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076006,B,1,2561,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076007,C,1,2561,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076008,D+,2,2561,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076010,D,2,2561,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076253,C+,2,2561,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90201019,A,2,2561,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076024,C,1,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076026,B+,1,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076263,C+,1,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90402009,B,1,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076009,C+,2,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076013,C+,2,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076014,B,2,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076028,B,2,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076423,C+,2,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90592014,B,2,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01006004,S,3,2562,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076011,D+,1,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076015,B,1,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076311,B+,1,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076568,B,1,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90302011,B+,1,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90402007,C+,1,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076023,C,2,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076025,C+,2,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076312,B+,2,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076582,C+,2,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90101002,B+,2,2563,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076021,,1,2564,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,01076022,,1,2564,วิศวกรรมคอมพิวเตอร์
63ff5b2e627f0162eb706e16098a6001,90106003,,1,2564,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01006028,A,1,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01006030,D,1,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076001,C+,1,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076002,C+,1,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90201001,C+,1,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90303006,B+,1,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01006031,F,2,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076003,D+,2,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076004,D+,2,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076012,D,2,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90201002,B+,2,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90401013,B,2,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01006031,C,3,2560,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076006,D+,1,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076007,F,1,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90201026,B+,1,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90306008,B+,1,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076005,F,2,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076009,F,2,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076010,D,2,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076253,C,2,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90201036,B+,2,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90403009,A,2,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90201029,B+,3,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90595019,B,3,2561,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076005,F,1,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076007,D,1,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076011,D,1,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076022,D+,1,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076263,B,1,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90108003,B,1,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076009,C,2,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076014,B,2,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076023,B+,2,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076028,B,2,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076423,B+,2,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90104010,B+,2,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,90306004,A,2,2562,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076015,B,1,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076021,C+,1,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076027,D,1,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076032,F,1,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01236122,D,1,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076008,C+,2,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076013,C+,2,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076029,B+,2,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076419,B+,2,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076598,C,2,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01006004,S,3,2563,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076032,,1,2564,วิศวกรรมคอมพิวเตอร์
025f749d7a5d9b5c3f3d57b68e1de9e9,01076311,,1,2564,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01006028,A,1,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01006030,C,1,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076001,B,1,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076002,D+,1,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90101002,B,1,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90201001,A,1,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90305005,B+,1,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01006031,D+,2,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076003,C,2,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076004,C+,2,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076012,C,2,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90201002,A,2,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90201036,A,2,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90401009,B,2,2561,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076005,F,1,2562,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076006,C,1,2562,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076007,D+,1,2562,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076032,F,1,2562,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90201030,B+,1,2562,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076005,F,1,2563,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076032,F,1,2563,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90201017,A,1,2563,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90402011,B,1,2563,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076005,B,2,2563,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076010,D+,2,2563,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076253,C,2,2563,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,90201024,B,2,2563,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076008,,1,2564,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076011,,1,2564,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076032,,1,2564,วิศวกรรมคอมพิวเตอร์
2a408033cc779781e686fb63ed6b8ce2,01076263,,1,2564,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01006028,A,1,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01006030,C+,1,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076001,B+,1,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076002,B,1,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90106002,A,1,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90201001,B,1,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90305004,B,1,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01006031,C,2,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076003,C+,2,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076004,A,2,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076012,A,2,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90201002,B+,2,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90401011,A,2,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90201039,B+,3,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90403009,B+,3,2561,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076005,C,1,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076006,A,1,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076007,B+,1,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076032,B,1,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076582,B,1,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,03456216,A,1,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076008,B,2,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076009,B+,2,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076010,C+,2,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076253,B+,2,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90101003,B+,2,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90201024,A,2,2562,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076011,A,1,2563,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076021,A,1,2563,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076022,A,1,2563,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076026,B,1,2563,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076263,B,1,2563,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,90591008,A,1,2563,วิศวกรรมคอมพิวเตอร์
c8a67d514a86e641f8abce6a7cdb1cb5,01076013,B,2,2563,วิศวกรรมคอมพิวเตอร์
